Receipt Item Detail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cabang : All Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alamat : -;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Staff : All Staff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Periode : 01/01/2025 - 31/01/2025 00:00 - 23:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No. Receipt;Reff No.;Transaction Date;Store;Order Type;Cashier;Customer;Payment Type;Type;Repayment Date;Table No.;Settlement No.;Item Name;Category;Sub Category;Modifier;Qty;Unit Price;Item Sales;Discount Item;Discount Bill;Amount Redeem;Net Sales;Service Persen;Service;Delivery;Tax Persen;Tax;Comm Fee;Gratuity;Rounding;DP Pemesanan;Total;Company Name;Telepon;Telepon WA;Email;Alamat;No. Rekening;Nama Pemilik Rekening;Bill Counter
0010100011;121690010123012519425800011;2025-01-23 22:40:25;NEO STATION;DINE IN;OCES;Billi;cash;Sale;;tamu 13;25-0047;GYOZA;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100011;121690010123012519425800011;2025-01-23 22:40:25;NEO STATION;DINE IN;OCES;Billi;cash;Sale;;tamu 13;25-0047;LEMON TEA;TEA;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100019;121690010123012522555000019;2025-01-23 22:55:50;NEO STATION;DINE IN;OCES;bpk gaos;cash;Sale;;tamu 12;25-0047;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100016;121690010123012520212800016;2025-01-23 22:56:23;NEO STATION;DINE IN;OCES;bpk gaos;cash;Sale;;tamu 12;25-0047;GREENTEA LATTE;NON COFFEE;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100016;121690010123012520212800016;2025-01-23 22:56:23;NEO STATION;DINE IN;OCES;bpk gaos;cash;Sale;;tamu 12;25-0047;LEMON TEA;TEA;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100016;121690010123012520212800016;2025-01-23 22:56:23;NEO STATION;DINE IN;OCES;bpk gaos;cash;Sale;;tamu 12;25-0047;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100014;121690010123012519564700014;2025-01-23 23:00:09;NEO STATION;DINE IN;OCES;bpk Bagus;debit;Sale;;tamu 9;25-0047;CAPPUCCINO;COFFEE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100014;121690010123012519564700014;2025-01-23 23:00:09;NEO STATION;DINE IN;OCES;bpk Bagus;debit;Sale;;tamu 9;25-0047;NASI TIMBEL;NUSANTARA;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100014;121690010123012519564700014;2025-01-23 23:00:09;NEO STATION;DINE IN;OCES;bpk Bagus;debit;Sale;;tamu 9;25-0047;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100014;121690010123012519564700014;2025-01-23 23:00:09;NEO STATION;DINE IN;OCES;bpk Bagus;debit;Sale;;tamu 9;25-0047;NASI TIMBEL;NUSANTARA;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100014;121690010123012519564700014;2025-01-23 23:00:09;NEO STATION;DINE IN;OCES;bpk Bagus;debit;Sale;;tamu 9;25-0047;LYCHEE TEA;TEA;;;2; 23.000 ; 46.000 ; 0 ; 0 ; 0 ; 46.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 46.000 ;Neo Station;;;;;;;-
0010100001;121690010124012507333900001;2025-01-24 08:37:00;NEO STATION;DINE IN;OCES;bu ajeng;QR MANDIRI;Sale;;tamu 1;25-0048;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100002;121690010124012509420500002;2025-01-24 09:42:05;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0048;Kopi Sultan;COFFEE;;;1; 15.000 ; 15.000 ; 0 ; 0 ; 0 ; 15.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 15.000 ;Neo Station;;;;;;;-
0010100003;121690010124012511104400003;2025-01-24 11:10:44;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0048;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100004;121690010124012511112600004;2025-01-24 11:11:26;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0048;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100005;121690010124012512593000005;2025-01-24 12:59:30;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0048;TELOR;Additional Kitchen;;;2; 5.000 ; 10.000 ; 0 ; 0 ; 0 ; 10.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 10.000 ;Neo Station;;;;;;;-
0010100006;121690010124012514072000006;2025-01-24 14:07:20;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0048;TARO LATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100007;121690010124012514190100007;2025-01-24 14:19:01;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0048;GREENTEA LATTE;NON COFFEE;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100008;121690010124012514243500008;2025-01-24 14:24:35;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0048;LYCHEE TEA;TEA;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100009;121690010124012514264500009;2025-01-24 14:26:45;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0048;SWEET COOKIES COFFEE;COFFEE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100009;121690010124012514264500009;2025-01-24 14:26:45;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0048;MINERAL WATER;ADDITIONIONAL BAR;;;2; 3.000 ; 6.000 ; 0 ; 0 ; 0 ; 6.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 6.000 ;Neo Station;;;;;;;-
0010100010;121690010124012514364900010;2025-01-24 14:36:49;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0048;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100011;121690010124012514432900011;2025-01-24 14:43:29;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0048;Baileys Creamy;Coffee Signature;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100012;121690010124012515012100012;2025-01-24 15:01:21;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0048;NASI PUTIH;Additional Kitchen;;;1; 5.000 ; 5.000 ; 0 ; 0 ; 0 ; 5.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5.000 ;Neo Station;;;;;;;-
0010100002;121690010124012515144700002;2025-01-24 15:14:47;NEO STATION;DINE IN;DHIKA;Novi;QR MANDIRI;Sale;;;25-0049;CAPPUCCINO;COFFEE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100002;121690010124012515144700002;2025-01-24 15:14:47;NEO STATION;DINE IN;DHIKA;Novi;QR MANDIRI;Sale;;;25-0049;CALAMARI RINGS;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100003;121690010124012515323000003;2025-01-24 15:32:30;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0049;MANGO NOON;HEALTHY  SMOOTHIE;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100003;121690010124012515323000003;2025-01-24 15:32:30;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0049;GYOZA;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100004;121690010124012515524400004;2025-01-24 15:52:44;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0049;BEEF TERIYAKI;MAIN COURSE ASIAN;;;1; 37.000 ; 37.000 ; 0 ; 0 ; 0 ; 37.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 37.000 ;Neo Station;;;;;;;-
0010100005;121690010124012516110400005;2025-01-24 16:11:04;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0049;RED VELVET LATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100001;121690010124012515120100001;2025-01-24 19:51:02;NEO STATION;DINE IN;DHIKA;om yogi;QR MANDIRI;Sale;;tamu 4;25-0049;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100001;121690010124012515120100001;2025-01-24 19:51:02;NEO STATION;DINE IN;DHIKA;om yogi;QR MANDIRI;Sale;;tamu 4;25-0049;CAPPUCCINO;COFFEE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100006;121690010124012516345100006;2025-01-24 20:55:10;NEO STATION;DINE IN;DHIKA;manda;QR MANDIRI;Sale;;tamu 1;25-0049;BLACK MOON;NON COFFEE;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100007;121690010124012522091100007;2025-01-24 22:09:11;NEO STATION;DINE IN;DHIKA;;cash;Sale;;;25-0049;BLACK MOON;NON COFFEE;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100001;121690010125012510204200001;2025-01-25 10:20:42;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0050;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100002;121690010125012512494100002;2025-01-25 12:49:41;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0050;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100002;121690010125012512494100002;2025-01-25 12:49:41;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0050;GYOZA;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100004;121690010125012513233600004;2025-01-25 13:23:36;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0050;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100007;121690010125012514184900007;2025-01-25 14:18:49;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0050;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100006;121690010125012513580400006;2025-01-25 14:23:43;NEO STATION;DINE IN;OCES;wahyu;QR MANDIRI;Sale;;tamu 7;25-0050;BEEF YAKINIKU;MAIN COURSE ASIAN;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100006;121690010125012513580400006;2025-01-25 14:23:43;NEO STATION;DINE IN;OCES;wahyu;QR MANDIRI;Sale;;tamu 7;25-0050;RED VELVET LATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100006;121690010125012513580400006;2025-01-25 14:23:43;NEO STATION;DINE IN;OCES;wahyu;QR MANDIRI;Sale;;tamu 7;25-0050;FRENCH FRIES;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100006;121690010125012513580400006;2025-01-25 14:23:43;NEO STATION;DINE IN;OCES;wahyu;QR MANDIRI;Sale;;tamu 7;25-0050;Salted Creamy Coffee;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100008;121690010125012514294000008;2025-01-25 14:29:40;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0050;MINERAL WATER;ADDITIONIONAL BAR;;;1; 3.000 ; 3.000 ; 0 ; 0 ; 0 ; 3.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3.000 ;Neo Station;;;;;;;-
0010100001;121690010125012516130200001;2025-01-25 16:13:02;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0051;RED VELVET LATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100005;121690010125012513361800005;2025-01-25 16:27:04;NEO STATION;DINE IN;OCES;septian;QR MANDIRI;Sale;;tamu 4;25-0051;Baileys Creamy;Coffee Signature;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100005;121690010125012513361800005;2025-01-25 16:27:04;NEO STATION;DINE IN;OCES;septian;QR MANDIRI;Sale;;tamu 4;25-0051;Honey Drew;HEALTHY  SMOOTHIE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100005;121690010125012513361800005;2025-01-25 16:27:04;NEO STATION;DINE IN;OCES;septian;QR MANDIRI;Sale;;tamu 4;25-0051;MIX PLATTER;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100005;121690010125012513361800005;2025-01-25 16:27:04;NEO STATION;DINE IN;OCES;septian;QR MANDIRI;Sale;;tamu 4;25-0051;EJ PEACE FRIED RICE;TEPPANYAKI FRIED RICE;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100005;121690010125012513361800005;2025-01-25 16:27:04;NEO STATION;DINE IN;OCES;septian;QR MANDIRI;Sale;;tamu 4;25-0051;Lotus Biscoff;Cookies;;;1; 18.000 ; 18.000 ; 0 ; 0 ; 0 ; 18.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 18.000 ;Neo Station;;;;;;;-
0010100003;121690010125012513224100003;2025-01-25 16:48:45;NEO STATION;DINE IN;OCES;alin;QR MANDIRI;Sale;;tamu 1;25-0051;CAFFE LATTE;COFFEE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100003;121690010125012513224100003;2025-01-25 16:48:45;NEO STATION;DINE IN;OCES;alin;QR MANDIRI;Sale;;tamu 1;25-0051;MINERAL WATER;ADDITIONIONAL BAR;;;1; 3.000 ; 3.000 ; 0 ; 0 ; 0 ; 3.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3.000 ;Neo Station;;;;;;;-
0010100003;121690010125012513224100003;2025-01-25 16:48:45;NEO STATION;DINE IN;OCES;alin;QR MANDIRI;Sale;;tamu 1;25-0051;HOT TOFU CRISPY;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100003;121690010125012513224100003;2025-01-25 16:48:45;NEO STATION;DINE IN;OCES;alin;QR MANDIRI;Sale;;tamu 1;25-0051;AMERICANO;COFFEE;;;2; 24.000 ; 48.000 ; 0 ; 0 ; 0 ; 48.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 48.000 ;Neo Station;;;;;;;-
0010100003;121690010125012513224100003;2025-01-25 16:48:45;NEO STATION;DINE IN;OCES;alin;QR MANDIRI;Sale;;tamu 1;25-0051;VIETNAM DRIP;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100003;121690010125012513224100003;2025-01-25 16:48:45;NEO STATION;DINE IN;OCES;alin;QR MANDIRI;Sale;;tamu 1;25-0051;poetry sunset;SPARKLING SERIES;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100010;121690010125012515503100010;2025-01-25 16:53:25;NEO STATION;DINE IN;OCES;anton;QR MANDIRI;Sale;;tamu 8;25-0051;Baileys Creamy;Coffee Signature;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100010;121690010125012515503100010;2025-01-25 16:53:25;NEO STATION;DINE IN;OCES;anton;QR MANDIRI;Sale;;tamu 8;25-0051;CAFFE LATTE;COFFEE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100009;121690010125012514370600009;2025-01-25 17:11:57;NEO STATION;DINE IN;OCES;ferri;QR MANDIRI;Sale;;tamu 7;25-0051;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100009;121690010125012514370600009;2025-01-25 17:11:57;NEO STATION;DINE IN;OCES;ferri;QR MANDIRI;Sale;;tamu 7;25-0051;FRENCH FRIES;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100005;121690010125012518435600005;2025-01-25 18:43:56;NEO STATION;DINE IN;OCES;kiki;QR MANDIRI;Sale;;tamu 11;25-0051;CAFFE LATTE;COFFEE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100005;121690010125012518435600005;2025-01-25 18:43:56;NEO STATION;DINE IN;OCES;kiki;QR MANDIRI;Sale;;tamu 11;25-0051;CARAMEL CREAM BRULEE;COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100007;121690010125012520150000007;2025-01-25 20:15:00;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0051;LYCHEE TEA;TEA;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100007;121690010125012520150000007;2025-01-25 20:15:00;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0051;PEACH TEA;TEA;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100004;121690010125012517402100004;2025-01-25 20:54:49;NEO STATION;DINE IN;OCES;kenzo;QR MANDIRI;Sale;;tamu 9;25-0051;poetry sunset;SPARKLING SERIES;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100004;121690010125012517402100004;2025-01-25 20:54:49;NEO STATION;DINE IN;OCES;kenzo;QR MANDIRI;Sale;;tamu 9;25-0051;FRENCH FRIES;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100004;121690010125012517402100004;2025-01-25 20:54:49;NEO STATION;DINE IN;OCES;kenzo;QR MANDIRI;Sale;;tamu 9;25-0051;MINERAL WATER;ADDITIONIONAL BAR;;;1; 3.000 ; 3.000 ; 0 ; 0 ; 0 ; 3.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3.000 ;Neo Station;;;;;;;-
0010100006;121690010125012520015800006;2025-01-25 21:00:36;NEO STATION;DINE IN;OCES;yayan;cash;Sale;;tamu 4;25-0051;LEMON TEA;TEA;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
